,Actual Text,Generated Text
1617,मायावती ने ट्वीट कर कहा कि यूपी में पंचायत चुनाव की समाप्ति के बाद अब यहां खासकर छोटे कस्बों व देहातों में बहुत तेजी से कोरोना महामारी के फैलने की दिल दहलाने वाली खबरें मिल रही हैं लोग काफी दहशत में हैं ,उत्तर प्रदेश में कोरोना वायरस संक्रमण की तेजी से बढ़ती लहर के बाद अब गांव देहातों में भी इससे लोगों की मौत की खबरें सामने आ रही हैं.
1618,गणतंत्र दिवस के मौके पर किसानों की ट्रैक्टर रैली हिंसात्मक हो जाने के बाद बीजेपी प्रवक्ता संबित पात्रा ने कहा कि जिन्हें अभी तक अन्नदाता समझा जा रहा था वे आज उग्रवादी निकले ,नयी दिल्ली गणतंत्र दिवस के मौके पर किसानों की ट्रैक्टर रैली हिंसात्मक हो जाने के बाद बीजेपी प्रवक्ता संबित पात्रा ने कहा है कि जिन्हें अभी तक अन्नदाता समझा जा रहा था वे आज उग्रवादी निकले.
1619,भगवंत मान ने प्रदेश की जनता से कहा कि पंजाब को जीवंत पंजाब बनाने में जल्दबाजी नहीं होनी चाहिए मान ने प्रदेशवासियों को आश्वस्त किया कि उनकी समस्याएं सुलझाई जाएंगी लेकिन इसमें कुछ समय लगेगा ,चंडीगढ़ के मुख्यमंत्री भगवंत मान ने सोमवार को एक फेसबुक पोस्ट लिखी है जिसमें उन्होंने कहा है कि पंजाब में चुनाव-पूर्व वादों को पूरा करने में जल्दबाजी नहीं होनी चाहिए.
1620,कश्मीर के दक्षिण और मध्य जिलों में विभिन्न स्थानों पर रात भर छापे की कार्रवाई की गई और दस लोगों को गिरफ्तार किया गया ,श्रीनगर जम्मू कश्मीर पुलिस की प्रदेश खुफिया एजेंसी एसआईए ने प्रतिबंधित आतंकवादी समूह जैश-ए-मोहम्मद के लिए काम करने के आरोप में दस लोगों को गिरफ्तार किया है.
1621,प्रदेश की राजधानी लखनऊ जहां खुद सीएम योगी का पहरा है वहां बर्थडे मनाने के नाम पर बीच सड़क पर ताबड़तोड़ फायरिंग कर दी गई जश्न में डूबे मनचलों ने कानून व्यवस्था की खुलेआम धज्जियां उड़ा डाली यह मामला फीनिक्स प्लासियो मॉल के पास का बताया जा रहा है ,उत्तर प्रदेश में जब से मुख्यमंत्री योगी आदित्यनाथ का पहरा हुआ है वहां क़रीब तीन हज़ार लोगों की मौत हो गई है और कई अन्य घायल हुए हैं.
1622,नये कृषि कानूनों को लेकर जनवरी को होने वाली दसवें दौर की वार्ता से पहले कृषि मंत्री नरेन्द्र सिंह तोमर ने रविवार को किसान नेताओं से फिर आग्रह किया कि वे नए कृषि कानूनों पर अपना अड़ियल रुख छोड़ दें और कानूनों की हर धारा पर चर्चा के लिए आएं ,कृषि मंत्री नरेन्द्र सिंह तोमर ने कहा है कि किसान नेताओं ने नए कानूनों को निरस्त करने की मांग को छोड़कर सरकार गंभीरता से और खुले मन के साथ अन्य विकल्पों पर विचार करना चाहती है.
1623,पंजाब में आप के एकमात्र सांसद मान ने कहा मैंने उनसे भाजपा नेता कहा कि मैं मिशन पर हूं न कि कमीशन पर ,चंडीगढ़ में आम आदमी पार्टी के एकमात्र सांसद भगवंत मान ने दावा किया है कि भाजपा के वरिष्ठ नेता ने अगले वर्ष होने वाले विधानसभा चुनावों के लिए उन्हें धन और केंद्रीय मंत्रिमंडल में शामिल किये जाने की पेशकश
1624,मीटिंग में भारतीयों को लाने के लिए प्रधानमंत्री नरेंद्र मोदी ने भारत सरकार के मंत्रियों को यूक्रेन के पड़ोसी देशों में भेजने का फैसला किया है केंद्रीय मंत्री हरदीप सिंह पुरी ज्योतिरादित्य सिंधिया किरेन रिजिजू वी के सिंह छात्रों की मदद के लिए यूक्रेन के पड़ोसी देशों में जाएंगे ,रूस और यूक्रेन के बीच छिड़ी जंग ने भारतीय छात्रों की मुश्किलें बढ़ाने का नाम ले लिया है
1625,पुलिस ने बताया कि एक मामला दर्ज कर लिया गया है और चार लोगों को गिरफ्तार किया गया है उन्होंने बताया कि एहतियात के तौर पर क्षेत्र में अतिरिक्त पुलिस बल तैनात किए गए हैं ,मुजफ्फरनगर उत्तरप्रदेश के शामली जिले में ऑनलाइन गेम पबजी को लेकर दो समूहों के बीच झड़प में दो महिलाओं समेत पांच लोग घायल हो गए हैं.
1626,पुणे के साल के एक डॉक्टर ने कोविड- के एक बजुर्ग मरीज को बेहद नाजुक स्थिति में देखभाल केंद्र से खुद ही एम्बुलेंस चला कर अस्पताल पहुंचाने का काम किया लोग उन्हें सच्चा कोविड योद्धा मान रहे हैं ,पुणे के साल के एक डॉक्टर ने कोविड- की स्थिति में देखभाल केंद्र से खुद ही एम्बुलेंस चला कर अस्पताल पहुंचाने का काम किया
1627,केरल में उच्च शिक्षा मंत्री के टी जलील के प्रवर्तन निदेशालय के समक्ष के कथित उल्लघंन मामले में पेशी के बाद कांग्रेस और भारतीय जनता पार्टी के कार्यकर्ताओं ने मंत्री का इस्तीफा मांगते हुए व्यापक विरोध प्रदर्शन किया ,तिरुवनंतपुरम में उच्च शिक्षा मंत्री के टी जलील के प्रवर्तन निदेशालय के समक्ष के कथित उल्लघंन मामले में पेशी के बाद कांग्रेस और भारतीय जनता पार्टी के कार्यकर्ताओं ने शुक्रवार रात व्यापक विरोध प्रदर्शन किया.
1628,खुफिया जानकारी के आधार पर सुरक्षाबलों ने घेराबंदी की और तलाशी अभियान शुरू किया इसी दौरान आतंकियों ने सुरक्षाबलों पर गोलीबारी शुरू कर दी ,भारत प्रशासित कश्मीर के शोपियां जिले में शुक्रवार को सुरक्षाबलों के साथ मुठभेड़ में दो आतंकवादी मारे गए और तीन अन्य घायल हुए हैं.
1629,संस्कृत को लोकप्रिय बनाने की दिशा में हो रहे प्रयासों का उल्लेख करते हुए प्रधानमंत्री ने कहा कि यह भाषा अपने विचारों व साहित्य के माध्यम से ज्ञान-विज्ञान और राष्ट्र की एकता का भी पोषण करती है तथा उसे मजबूत करती है ,प्रधानमंत्री नरेंद्र मोदी ने रविवार को कहा कि छोटे-छोटे शहरों में भी अब स्टार्टअप को लेकर युवाओं में रुझान पैदा हो रहा है जिसे वह उज्जवल भविष्य के संकेत के रूप में देखते हैं
1630,रक्षा मंत्री राजनाथ सिंह शंघाई सहयोग संगठन एससीओ की एक महत्वपूर्ण बैठक में हिस्सा लेने के लिए बुधवार को रूस रवाना होंगे इस बैठक में क्षेत्रीय सुरक्षा परिदृश्य पर विचार-विमर्श किये जाने की उम्मीद है ,नयी दिल्ली रक्षा मंत्री राजनाथ सिंह शंघाई सहयोग संगठन एससीओ की एक महत्वपूर्ण बैठक में हिस्सा लेने के लिए बुधवार को रूस रवाना होंगे.
1631,केंद्र सरकार ने छत्तीसगढ़ और उत्तर प्रदेश को पृथकवास ऑक्सीजन आईसीयू बिस्तर तथा एम्बुलेंस की संख्या बढ़ाने तथा कोविड- के मामलों का जल्द पता लगाकर मृत्यु दर में कमी लाने एवं राष्ट्रीय उपचार प्रोटोकॉल का पालन करने का सुझाव दिया ,केंद्रीय गृह सचिव अजय कुमार भल्ला ने छत्तीसगढ़ और उत्तर प्रदेश को कोरोना वायरस संक्रमण के मामलों की स्थिति की उच्चस्तरीय समीक्षा की तथा गैर जरूरी यात्रा नहीं करने का सुझाव दिया है
1632,भारत के प्रतिनिधि टी एस तिरुमूर्ति ने कहा- इस बात से खेद है कि कूटनीति का रास्ता छोड़ दिया गया है हमें उस पर लौटना होगा इन सभी कारणों से भारत ने इस प्रस्ताव पर परहेज़ करने का विकल्प चुना है ,संयुक्त राष्ट्र सुरक्षा परिषद में यूक्रेन पर हमले को लेकर पेश निंदा प्रस्ताव पर भारत ने परहेज़ करने का विकल्प चुना है.
1633,प्रधानमंत्री नरेंद्र मोदी गुरुवार को दो प्रमुख कार्यक्रमों में हिस्सा लेंगे प्रधानमंत्री मोदी जहां दिल्ली के करियप्पा ग्राउंड में एनसीसी की रैली को संबोधित करेंगे वहीं विश्व आर्थिक मंच के दावोस संवाद को वर्चुवल माध्यम से संबोधित करेंगे ,भारत के प्रधानमंत्री नरेंद्र मोदी गुरुवार को दिल्ली में राष्ट्रीय कैडेट कोर (एनसीसी) की रैली और विश्व आर्थिक मंच के दावोस संवाद को संबोधित करेंगे.
1634, अभ्युदय योजना के तहत राज्य सरकार सिविल सेवा बैंकिंग व टीईटी सहित अन्य प्रतियोगी परीक्षाओं की तैयारी कर रहे स्टूडेंट्स को निशुल्क कोचिंग करवाएगी ,उत्तर प्रदेश की योगी आदित्यनाथ सरकार आज से सूबे में अभ्युदय योजना की शुरुआत कर दी है जिसमें छात्रों को प्रतियोगी परीक्षाओं के लिए फ्री कोचिंग की व्यवस्था करेगी.
1635,स्वास्थ्य मंत्रालय के अनुसार पिछले घंटों के दौरान देशभर में कोरोना वायरस की वजह से लोगों की जान गई है और अबतक इस वायरस की वजह से देश में कुल लोगों की जान जा चुकी है,देश में कोरोना वायरस के एक्टिव मामलों में पिछले दिनों से आ रही गिरावट के बाद आज एक बार फिर से एक्टीव केस बढ़ते हुए देखे गए हैं.
1636,महिला एवं बाल विकास मंत्रालय ने एक बयान में कहा कि हर विजेता को एक लाख रुपये की नकद राशि और प्रमाणपत्र दिया जाता है इस कार्यक्रम के दौरान प्रधानमंत्री साल के बाल पुरस्कार विजेताओं को ब्लॉक चेन प्रौद्योगिकी का उपयोग करके डिजिटल प्रमाणपत्र देंगे ,प्रधानमंत्री नरेंद्र मोदी आज यानी सोमवार को राष्ट्रीय बाल पुरस्कार के विजेताओं से संवाद करेंगे जिन्होंने कोविड महामारी के चलते इसे नहीं दिया था.
1637,नए अध्यक्ष के चुनाव की संभावना के सवाल पर सुरजेवाला ने कहा कि भविष्य में क्या होगा इसके बारे में वे कुछ नहीं कह सकते मगर साथ ही उन्होंने कुछ अच्छा होने का इशारा दिया कि राहुल को पार्टी अध्यक्ष के रूप में पदभार ग्रहण करने में कोई हिचक नहीं है ,कांग्रेस ने कहा है कि राहुल गांधी को पार्टी अध्यक्ष के रूप में पदभार ग्रहण करने में कोई हिचक नहीं है.
1638,हिमाचल प्रदेश की जयराम सरकार ने मार्च और सितंबर को सरकारी विभागों में साल की निरंतर सेवा पूरी करने वाले पार्ट टाइम कर्मचारियों को कुछ शर्तों के साथ नियमित करने का निर्णय लिया है ,हिमाचल प्रदेश सरकार ने साल की निरंतर सेवा पूरी करने वाले अंशकालिक कर्मचारियों को कुछ शर्तों के साथ नियमित किया है
1639,जम्मू-कश्मीर के राजौरी में एक हिंदू लड़की के परिवार ने आरोप लगाया है कि उसकी बेटी की स्कूल के शिक्षक निसार अहमद ने उस वक्त पिटाई की जब वह अपने माते पर तिलक लगाकर स्कूल गई थी ,भारत प्रशासित जम्मू-कश्मीर में एक हिंदू लड़की के परिवार ने आरोप लगाया है कि उसकी बेटी की स्कूल के शिक्षक ने पिटाई की जब वह अपने माते पर तिलक लगाकर स्कूली थी.
1640,मांडविया ने गुरुवार को कहा था कि जिन्होंने टीके की खुराक नहीं ली है ऐसे अपनों को परिजनों को और समाज के सभी तबकों को शुक्रवार को प्रधानमंत्री के जन्मदिन पर टीका लगवाकर उनको जन्मदिन का उपहार दिया जाए ,प्रधानमंत्री नरेंद्र मोदी के जन्मदिन के मौके पर देश ने कोरोना टीकाकरण के पिछले सारे रिकॉर्ड तोड़ दिए हैं.
1641, दिल्ली एनसीआर में शनिवार की सुबह बेमौसम बारिश ने सर्दी बढ़ाने का काम किया है तेज हवाओं के साथ हल्की बरसात के कारण अचानक तापमान नीचे गिरता देखा गया ,उत्तर भारत के कई राज्यों में शनिवार की सुबह बेमौसम बारिश ने सर्दी बढ़ाने का काम किया है
1642,वुहान में दिसंबर को कोरोना वायरस से संक्रमण का पहला मामला सामने आया था भारत में कोविड- का पहला मामला जनवरी को सामने आया था जब वुहान विश्वविद्यालय में मेडिकल की तीसरी वर्ष की छात्रा कोविड- से संक्रमित पाई गई थी ,भारत में कोविड- महामारी के दो वर्ष पूरा होने के बावजूद इस खतरनाक वायरस के खिलाफ कारगर उपाय करना ही है लेकिन अभी तक उपचार का कोई व्यापक स्वीकार्य तरीका नहीं है.
1643,प्रधानमंत्री नरेंद्र मोदी ने आज जलवायु अनुकूल प्रौद्योगिकी को अपनाने के लिए बड़े पैमाने पर जागरुकता फैलाने के मकसद से आज फसलों की विशेष किस्मों को राष्ट्र को समर्पित किया ,प्रधानमंत्री नरेंद्र मोदी ने जलवायु अनुकूल प्रौद्योगिकी को अपनाने के लिए बड़े पैमाने पर जागरुकता फैलाने का मकसद से आज फसलों की विशेष किस्मों को राष्ट्र को समर्पित किया.
1644,पश्चिम बंगाल में कानून व्यवस्था के प्रश्न पर एक बार फिर राज्यपाल जगदीप धनखड़ और सीएम ममता बनर्जी के बीच ठन गई है ,पश्चिम बंगाल की मुख्यमंत्री ममता बनर्जी ने राज्य की खस्ताहाल कानून व्यवस्था पर शनिवार को एक बार फिर ठन गई है
1645,लखनऊ समेत उत्तर प्रदेश के कई जिलों का मौसम बदला नजर आ रहा है और ये उम्मीद जताई गई है कि लखनऊ में मंगलवार और बुधवार को बादल आ सकते हैं ,भारत में गर्मी का प्रकोप जारी है और इस दौरान तापमान अगले - दिनों तक नहीं बढ़ेगा
1646,प्रधानमंत्री नरेंद्र मोदी ने पिछले महीने ब्राजील के राष्ट्रपति जेयर बोलसोनारो और श्रीलंकाई राष्ट्रपति गोटाबाया राजपक्षे को पत्र लिखकर अंतरराष्ट्रीय योग दिवस मनाने में सहयोग के लिए धन्यवाद किया ,भारत के प्रधानमंत्री नरेंद्र मोदी सोमवार सुबह अंतरराष्ट्रीय योग दिवस के अवसर पर आयोजित होने वाले एक कार्यक्रम को संबोधित करेंगे.
1647,उत्तर प्रदेश में बनने जा रहे देश के सबसे लंबे एक्सप्रेसवे को योगी सरकार और विस्तार देने जा रही है रिपोर्ट्स के मुताबिक योगी सरकार गंगा एक्सप्रेसवे की लंबाई बढ़ाने की योजना पर काम कर रही है ,उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ ने देश के सबसे लंबे गंगा एक्सप्रेसवे को और विस्तार देने की योजना पर काम शुरू कर दिया है.
1648,केरल उच्च न्यायालय ने सोने की तस्करी से जुड़े मामले में भारतीय प्रशासनिक सेवा आईएएस के निलंबित अधिकारी एम शिवशंकर की अंतरिम जमानत याचिकाएं खारिज होने के बाद बुधवार को प्रवर्तन निदेशालय ईडी ने उन्हें हिरासत में ले लिया ,कोच्चि केरल उच्च न्यायालय ने सोने की तस्करी से जुड़े मामले में भारतीय प्रशासनिक सेवा आईएएस के निलंबित अधिकारी एम शिवशंकर की अंतरिम जमानत याचिकाएं खारिज होने के बाद बुधवार को प्रवर्तन निदेशालय ईडी ने 
1649,पूर्वी यूपी और बिहार में गंगा नदी में संदिग्ध कोविड रोगियों के शवों को तैरते हुए देखे जाने के चार दिन बाद एक रिपोर्ट से पता चला है कि उन्नाव जिले में गंगा नदी के किनारे दो स्थानों पर कई शव रेत में दफन किए गए हैं ,बिहार के उन्नाव जिले में गंगा नदी में संदिग्ध कोविड रोगियों के शवों को तैरते हुए देखे जाने के चार दिन बाद एक रिपोर्ट से पता चला है कि दो स्थानों पर दफन केसरिया कपड़े में लिपटे हुई 
1650,उत्तर प्रदेश के मथुरा जिले में शुक्रवार को बारिश के कारण कई वाहन तेजी से बहते हुए यमुना नदी में पहुंच गए इस वाहनों में से एक वाहन एक दरोगा का भी था जिन्हें स्थानीय दुकानदारों ने सूझबूझ से बचा लिया ,उत्तर प्रदेश के मथुरा जिले में शुक्रवार को बारिश के कारण कई वाहन तेजी से बहते हुए यमुना नदी में पहुंच गए जिन्हें स्थानीय दुकानदारों ने सूझबूझ से बचा लिया.
1651,अभूतपूर्व किसान गणतंत्र परेड सिंघू टिकरी और गाजीपुर बॉर्डर से दिल्ली में प्रवेश करेगी जिसके मद्देनजर सुरक्षा के कड़े इंतजाम किए गए हैं तीन नए केंद्रीय कृषि कानूनों के खिलाफ किसान संगठन लगभग दो महीने से विरोध प्रदर्शन कर रहे हैं ,तीन नए केंद्रीय कृषि कानूनों के खिलाफ प्रदर्शन कर रहे किसान संगठन आज गणतंत्र दिवस पर ट्रैक्टर परेड निकालने वाले हैं
1652,पुलिस अधीक्षक आकाश तोमर ने बताया कि उप मुख्यमंत्री केशव प्रसाद मौर्य की कुछ गाड़ियां मय स्कोर्ट लखनऊ से प्रयागराज जा रही थी जिसमें उप मुख्यमंत्री नहीं थे ,उत्तर प्रदेश के प्रतापगढ़ में ट्रक और स्कोर्ट के बीच हुई टक्कर में उप मुख्यमंत्री केशव प्रसाद मौर्य की गाड़ी में चल रहे तीन पुलिस कर्मी घायल हो गए हैं.
1653, कलानिधि नैथानी ने बताया कि डीजे द्वारा लाउड म्यूजिक बजाना प्रतिबंधित किया गया है सार्वजनिक स्थानों या बैंक्वेट हॉल में उचित अनुमति के बाद ही आयोजित किए जा सकेंगे ,नए साल के मौके पर गाजियाबाद के हिंडन एलिवेटेड पोड को रात में बंद करने का फैसला किया गया है.
1654,नदियों और समुद्रों में रहने वाले दोनों तरह के डॉल्फिन के संरक्षण के लिए प्रधानमंत्री नरेन्द्र मोदी द्वारा के स्वतंत्रता दिवस पर घोषित प्रोजेक्ट डॉल्फिन डेढ़ साल से अधिक समय बीत जाने के बावजूद शुरू नहीं हो सका है ,प्रधानमंत्री नरेन्द्र मोदी द्वारा के स्वतंत्रता दिवस पर घोषित प्रोजेक्ट डॉल्फिन डेढ़ साल से अधिक समय बीत जाने के बावजूद शुरू नहीं हो सका है
1655,देखा जाए तो पूरे साल राजनीतिक और सैन्य स्तर पर शांति बहाली की कोशिशें चलती रहीं लेकिन अभी तक किसी ठोस नतीजे पर पहुंचा नहीं जा सका है ,एशिया के सबसे बड़े देशों भारत और चीन के बीच रिश्ते में हाल के वर्षों में काफी उतार-चढ़ाव देखने को मिला है
1656,कानपुर के पनकी ऑक्सीजन प्लांट में आज सुबह रिफिलिंग के दौरान ऑक्सीजन सिलेंडर फटने से एक श्रमिक की मौत हो गई और कम से कम घायल हो गए दादा नगर औद्योगिक क्षेत्र में यह हादसा हुआ ,उत्तर प्रदेश के कानपुर के पनकी ऑक्सीजन प्लांट में आज सुबह रिफिलिंग के दौरान ऑक्सिजन सिलेंडर फटने से एक श्रमिक की मौत हो गई और कम से कम घायल हुए हैं.
1657,केन्द्रीय स्वास्थ्य मंत्री हर्षवर्धन ने शनिवार को कहा कि भारत में जुलाई के अंत तक टीकों की करोड़ खुराकें दी जा चुकी होंगी भारत में अब तक करोड़ से अधिक लाभार्थियों को खुराकें दी जा चुकी हैं ,केंद्रीय स्वास्थ्य मंत्री हर्षवर्धन ने शनिवार को कहा कि भारत में कोविड-19 के टीकों की उलपब्धता बढ़कर करोड़ हो जाएगी.
1658,पंजाब संकट को लेकर कांग्रेस पार्टी की कमेटी के सामने मुख्यमंत्री अमरिंदर सिंह पेश हुए हैं पार्टी के पंजाब प्रभारी और कमेटी के सदस्य हरीश रावत ने बताया कि आज पंजाब के पार्टी नेताओं के साथ मुलाकात का अंतिम दिन है और अधिकतर लोगों ने अपनी राय कमेटी के सामने रखी है ,नई दिल्ली पंजाब संकट को लेकर कांग्रेस पार्टी की कमेटी के सामने मुख्यमंत्री कैप्टन अमरिंदर सिंह पेश हुए हैं
1659,गुरुवार को किसान संगठनों ने तीन कृषि कानूनों के क्रियान्वयन को डेढ़ साल तक स्थगित रखने और समाधान का रास्ता निकालने के लिए एक समिति के गठन संबंधी केन्द्र सरकार के प्रस्ताव को खारिज कर दिया संयुक्त किसान मोर्चा के तत्वावधान में किसान नेताओं ने सरकार के इस प्रस्ताव पर सिंघू बॉर्डर पर एक मैराथन बैठक में यह फैसला लिया ,नए कृषि कानूनों का विरोध कर रहे किसान संगठनों ने केंद्र सरकार के प्रस्ताव को खारिज कर दिया है.
1660,सूत्रों के मुताबिक आज की मीटिंग में सिद्धू को सिर्फ चेतावनी दी जाएगी पार्टी की लाइन से हटकर बयान ना देने को कहा जाएगा सिद्धू लगातार कांग्रेस पर सवाल उठाते आ रहे हैं उन्हें अपनी कार्यशैली को सुधरने को कहा जाएगा ,कांग्रेस नेता नवजोत सिंह सिद्धू पार्टी की पंजाब इकाई के अध्यक्ष पद से इस्तीफा स्वीकार नहीं कर पाए हैं और अब उन्हें अपने पद की शपथ लेने की बात कही जाएगी.
1661,लखनऊ के बाहरी इलाके में स्थित इमालिया गांव खामोश सदमे और शोक में डूबा हुआ है अप्रैल से मई के बीच दिनों के भीतर एक परिवार के सात सदस्यों की मृत्यु हो गई ,उत्तर प्रदेश के लखनऊ के बाहरी इलाके में स्थित इमालिया गांव में एक परिवार के आठ सदस्यों की मौत हो गई है.
1662,वरिष्ठ राजनयिक अरिंदम बागची विदेश मंत्रालय के नए प्रवक्ता होंगे सूत्रों ने गुरुवार को यह जानकारी दी बागची अनुराग श्रीवास्तव का स्थान लेंगे ,नयी दिल्ली वरिष्ठ राजनयिक अरिंदम बागची विदेश मंत्रालय के 'नए प्रवक्ता' होंगे.
1663,केंद्रीय गृह मंत्री अमित शाह के स्वास्थ्य को लेकर अखिल भारतीय आयुर्विज्ञान संस्थान की ओर से एक बयान जारी किया गया है ,केंद्रीय गृह मंत्री अमित शाह के स्वास्थ्य को लेकर अखिल भारतीय आयुर्विज्ञान संस्थान की ओर से एक बयान जारी किया गया है.
1664,इस वार्ता में अमेरिका की ओर से अमेरिकी विदेश मंत्री माइक पोम्पिओ और अमेरिकी रक्षा सचिव मार्क एस्पर शामिल हैं जबकि भारत की ओर से रक्षा मंत्री राजनाथ सिंह और विदेश सचिव एस जशंकर शामिल हैं ,भारत और अमेरिका के बीच मंत्री स्तरीय वार्ता सोमवार को हैदराबाद हाऊस में हो रही है.
1665,रेलवे के अधिकारी ने बताया कि ऑक्सीजन एक्सप्रेस ट्रेन के हर टैंकर में करीब टन चिकित्सीय ऑक्सीजन आ सकती है और यह ट्रेन करीब किलोमीटर प्रति घंटे की रफ्तार से चलती हैं इस प्रकार की पहली ट्रेन को अप्रैल को सेवा में लगाया गया था ,कोरोना वायरस की दूसरी लहर में जिन राज्यों में ऑक्सीजन की किल्लत है उनकी मदद के लिए भारतीय रेलवे ने अभियान चलाया है.
1666,देश की राजधानी नई दिल्ली में अगले दो-तीन दिन में न्यूनतम तापमान के चार डिग्री सेल्सियस तक गिरने का अनुमान है तथा यहां फिर शीत लहर चल सकती है ,भारत में मौसम विज्ञान विभाग के पूर्वानुमान केन्द्र के प्रमुख कुलदीप श्रीवास्तव ने कहा है कि देश में अगले दो-तीन दिन तक भीषण शीत लहर चल सकती है.
1667,महोबा जिले में कबरई कस्बे के क्रशर व्यवसायी की गोली लगने से मौत मामले में निलंबित सिपाही अरुण यादव के पत्थर खनन में लगे सात डंपरों छोटे ट्रक को कबरई पुलिस ने जब्त कर लिया है ,उत्तर प्रदेश के महोबा जिले में कबरई कस्बे के क्रशर व्यवसायी इन्द्रकांत की गोली लगने से मौत मामले में निलंबित सिपाही अरुण यादव के पत्थर खनन में लगे सात डंपरों को पुलिस ने शनिवार को जब्त कर 
1668,उत्तर प्रदेश में कोरोना के मामले कम हो रहे हैं पिछले घंटे में नए मामले सामने आए हैं राज्य सरकार कोरोना की रोकथाम के लिए ट्रेस टेस्ट और ट्रीट की नीति के संतोषप्रद परिणाम मिल रहे हैं ,उत्तर प्रदेश में कोरोना वायरस संक्रमण की तीव्रता लगातार कम हो रही है जबकि अब तक राज्य में कोविड के नए केस कम हुए हैं.
1669,सैनिकों ने हवा में ऊंचाई से छलांग लगाई तथा निगरानी और लक्ष्य भेदने का अभ्यास किया सिलीगुड़ी गलियारा नेपाल भूटान और बांग्लादेश की सीमा से लगती जमीन है यह पूर्वोत्तर क्षेत्र को शेष भारत से जोड़ता है और सैन्य दृष्टि से बेहद महत्वपूर्ण माना जाता है ,भारतीय सेना ने चीन की सीमा के निकट सिलीगुड़ी गलियारे के पास दो दिवसीय सैन्य अभ्यास किया है
