,Human Summary,Generated Summary
1382,जम्मू-कश्मीर में माथे पर टीका लगाकर स्कूल पहुंची दो छात्राओं को पीटने के आरोप में शिक्षक निसार अहमद को अगले आदेश तक सस्पेंड कर दिया गया है वहीं राजौरी जिला प्रशासन आरोपों का जांच कर रहा है ,जम्मू-कश्मीर में माथे पर टीका लगाकर स्कूल पहुंची दो छात्राओं को पीटने के आरोप में शिक्षक निसार अहमद को अगले आदेश तक सस्पेंड कर दिया गया है वहीं राजौरी जिला प्रशासन आरोपों का जांच कर रहा है मामला राजौरी जिले का है जहां के उपजिला कोटरंका के धरमन पंचायत के सरकारी माध्यमिक स्कूल खदुरियां में नियुक्त शिक्षक निसार
1383,स्वतंत्रता दिवस के अवसर पर कांग्रेस मुख्यालय में पूर्व रक्षा मंत्री ए के एंटनी ने सोनिया गांधी की अनुपस्थिति में शनिवार को राष्ट्रीय ध्वज फहराया ,नई दिल्ली स्वतंत्रता दिवस के अवसर पर कांग्रेस मुख्यालय में पूर्व रक्षा मंत्री ए के एंटनी ने सोनिया गांधी की अनुपस्थिति में शनिवार को राष्ट्रीय ध्वज फहराया पार्टी की अंतरिम अध्यक्ष सोनिया गांधी अस्वस्थ होने के कारण समारोह में शामिल नहीं हो सकीं लेकिन पार्टी के पूर्व प्रमुख राहुल गांधी मौजूद थे पार्टी ने कोरोनोवायरस के कारण सामाजिक दूरी का पालन किया वहीं समारोह में
1384,जिस प्रोजेक्ट का पीएम मोदी ने बलरामपुर में उद्घाटन किया है वो हजार सौ करोड़ का प्रोजेक्ट है जिसमें साल में हजार सौ करोड़ रुपये खर्च किए गए हैं इससे लाख हेक्टेयर क्षेत्र में सिंचाई सुविधा बढ़ेगी और लाख किसानों को फायदा मिलेगा ,लखनऊ उत्तर प्रदेश के बलरामपुर में प्रधानमंत्री नरेंद्र मोदी ने राज्य के सबसी बड़ी नहर परियोजना का उद्घाटन किया पूर्वांचल की पांच नदियों को जोड़कर तैयार किया गया ये सरयू नहर प्रोजेक्ट पीएम मोदी के ड्रीम प्रोजेक्ट में से एक था सभा को संबोधित करते हुए पीएम मोदी ने हेलिकॉप्टर हादसे में शहीद हुए देश के पहले सीडीएस बिपिन रावत समेत अन्य लोगों को
1385,समस्तीपुर के हॉस्पिटल में डॉक्टर तो मौजूद हैं लेकिन वहां हालात ऐसे हैं जैसे लगता है कि मरीजों की मौत का इंतजाम कर दिया गया है ,आज मैं सार्वजनिक स्वास्थ्य से संबंधित दो प्रमुख मुद्दों के बारे में बात करना चाहूंगा पहला मुद्दा अस्पतालों में इस्तेमाल किए हुए दस्तानों मास्क और सीरिंज की रिसाइक्लिंग से जुड़ा हुआ है और दूसरा हमारी खस्ताहाल ग्रामीण स्वास्थ्य सुविधाओं से संबंधित है इन मुद्दों पर एक ऐसे समय में ध्यान देने की जरूरत है जब भारत को महामारी की उस कथित
1386,कोरोना वायरस के संक्रमण की वजह से देश में ब्लैक फंगस का खतरा बढ़ गया है और कई राज्यों में ब्लैक फंगस ने कई मरीजों की जान ले ली है दिल्ली में विशेष रूप से ब्लैक फंगस के बढ़ते मामलों के बीच कुछ चिकित्सा विशेषज्ञों का मानना है कि यदि साफ-सुथरे मास्क का इस्तेमाल नहीं किया जाता है तो यह समस्या हो सकती है ,नयी दिल्ली कोरोना वायरस के संक्रमण की वजह से देश में ब्लैक फंगस का खतरा बढ़ गया है और कई राज्यों में ब्लैक फंगस ने कई मरीजों की जान ले ली है दिल्ली में विशेष रूप से ब्लैक फंगस के बढ़ते मामलों के बीच कुछ चिकित्सा विशेषज्ञों का मानना है कि यदि साफ-सुथरे मास्क का इस्तेमाल नहीं किया जाता और कम हवादार कमरों में
1387,प्रधान न्यायाधीश एन वी रमण न्यायमूर्ति सूर्यकांत और न्यायमूर्ति हिमा कोहली की पीठ ने जमानत रद्द करने की मांग वाली याचिका पर अपना फैसला सुरक्षित रख लिया ,नयी दिल्ली उच्चतम न्यायालय ने केन्द्रीय मंत्री अजय मिश्रा के बेटे एवं लखीमपुर खीरी हिंसा मामले में मुख्य आरोपी आशीष मिश्रा की जमानत के खिलाफ दायर याचिका पर सुनवाई करते हुए इलाहबाद उच्च न्यायालय के आदेश का हवाला दिया और सवाल किया कि न्यायाधीश कैसे पोस्टमॉर्टम रिपोर्ट पर विस्तार से गौर कर सकते है प्रधान न्यायाधीश एन वी रमण न्यायमूर्ति सूर्यकांत और न्यायमूर्ति हिमा कोहली की
1388,भारतीय शास्त्रीय संगीत और संस्कृति का प्रमोशन करने के लिए कश्मीर से कन्याकुमारी तक साइकिल यात्रा का आयोजन करेगा और अक्टूबर को दिल्ली में महात्मा गांधी को श्रद्धांजलि दी जाएगी ,अगस्त को देश स्वतंत्रता दिवस मनाने की तैयारी कर रहा है इस खास मौके पर ने एक स्पेशल इवेंट ऑर्गेनाइज करने का फैसला किया है भारतीय शास्त्रीय संगीत और संस्कृति का प्रमोशन करने के लिए कश्मीर से कन्याकुमारी तक साइकिल यात्रा का आयोजन करेगा और अक्टूबर को दिल्ली में महात्मा गांधी को श्रद्धांजलि दी जाएगी इससे पहले मार्च को द्वारा अलवर से जयपुर तक का साइकिल ट्रिप ऑर्
1389,कोविड - और इसके ओमिक्रॉन के बढ़ते मामलों को देखते हुए कई राज्यों और केंद्र शासित प्रदेशों- महाराष्ट्र दिल्ली उत्तर प्रदेश कर्नाटक हरियाणा गुजरात और मध्य प्रदेश ने रात में कर्फ्यू और कोविड प्रोटोकॉल की नई गाइडलाइन लागू कर दी है ,नयी दिल्ली देश एक बार फिर से कोरोना महामारी के बढ़ते संक्रमण को देखते हुए पाबंदियों की ओर लौट चला है करीब सात राज्यों ने नाइट-कर्फ्यू लागू कर दिया है यानी सिर्फ इस दौरान आवश्यक आवागमन ही जारी होंगे सार्वजनिक समारोह पर भी कई तरह की पाबंदियां लगाई गई है जिस तरह से देश में दर्ज हो रहे कोरोना के दैनिक मामलों में उछाल
1390,वरिष्ठ पुलिस अधीक्षक डॉ गौरव ग्रोवर ने बताया कि अलीगढ़ के इगलास थानाक्षेत्र के मिर्जापुर गांव भूरा सिंह एवं शिशुपाल सिंह ने हथियारों के अवैध धंधे के लिए सोशल मीडिया को माध्यम बनाया ,मथुरा उत्तर प्रदेश में मथुरा पुलिस ने सोशल मीडिया के एक ऐप के माध्यम से ग्राहकों को कथित रूप से तमंचे एवं कारतूस बेचने वाले अलीगढ़ निवासी दो भाइयों को गिरफ्तार किया है और उनके कब्जे से सात तमंचे एवं जिंदा कारतूसें भी बरामद की है वरिष्ठ पुलिस अधीक्षक डॉ गौरव ग्रोवर ने बताया कि अलीगढ़ के इगलास थानाक्षेत्र के मिर्जापुर गांव भूरा सिंह
1391,नए उप-नियम ए में कहा गया है कि बच्चा गोद लेने वाले अभिभावक अगर गोद लेने के दो साल के भीतर बच्चे के साथ विदेश जाना चाहते हैं तो उन्हें वहां स्थानीय भारतीय राजनयिक मिशन को वहां पहुंचने और वहां से रवानगी के संबंध में लिखित में कम से कम दो सप्ताह पहले सूचना देनी होगी सूचना में उन्हें अपना पूरा नाम नयी जगह का पता फोन नंबर आदि देना होगा ,नई दिल्ली सरकार ने बच्चा गोद लेने के नियमों में नया प्रावधान जोड़ा है जिसके तहत बच्चा गोद लेने के दो साल के भीतर विदेश जाने के इच्छुक अभिभावकों को अपने आने-जाने के संबंध में पूरी सूचना कम से कम दो सप्ताह पहले भारतीय राजनयिक मिशन को उपलब्ध करानी होगी महिला और बाल विकास मंत्रालय की गजट में प्रकाशित अधिसूचना के अनुसार अभिभावकों को यह सूचना
1392,भारतीय पुलिस सेवा आईपीएस अधिकारी शशि प्रभा द्विवेदी को अतिरिक्त पुलिस महानिदेशक सतर्कता ब्यूरो नियुक्त किया गया है जबकि विभु राज को एडीजीपी लोकपाल पंजाब नियुक्त किया गया है ,चंडीगढ़ पंजाब में शुक्रवार को एक बड़े फेरबदल के तहत जिला पुलिस प्रमुखों समेत पुलिस अधिकारियों का तबादला कर दिया गया शुक्रवार को जारी एक आदेश के अनुसार भारतीय पुलिस सेवा आईपीएस अधिकारी शशि प्रभा द्विवेदी को अतिरिक्त पुलिस महानिदेशक सतर्कता ब्यूरो नियुक्त किया गया है जबकि विभु राज को एडीजीपी लोकपाल पंजाब नियुक्त किया गया है तरन तारन के वरिष्ठ पुलिस अधीक्षक ध्रूमन निंबाले
1393,दिल्ली नगर निगम के चुनाव तत्काल नहीं कराने के पीछे हार का डर होने संबंधी विपक्षी सदस्यों के दावों पर अमित शाह ने कहा कि भारतीय जनता पार्टी ने हाल ही में हुए विधानसभा चुनाव में चार राज्यों में सरकार बनाई है ऐसे में पार्टी कार्यकर्ताओं को डरने की जरूरत नहीं है क्योंकि हमें पूरा भरोसा है कि प्रधानमंत्री नरेंद्र मोदी के नेतृत्व में जहां भी चुनाव लड़ेंगे वहां जीतेंगे ,नई दिल्ली गृह मंत्री अमित शाह ने बुधवार को कहा कि भाजपा अपनी विचारधारा कार्यक्रमों नेतृत्व की लोकप्रियता और सरकार के प्रदर्शन के आधार पर चुनाव लड़ना और जीतना चाहती है उन्होंने तृणमूल कांग्रेस समेत विपक्षी दलों पर निशाना साधते हुए कहा कि हम प्रतिद्वन्द्वी दलों के कार्यकर्ताओं के खिलाफ हिंसा करके सत्ता हासिल नहीं करना चाहते यह हमारी संस्कृति नहीं है दिल्ली नगर निगम के चुनाव
1394,कुमार विश्वास ने अपने माइक्रो ब्लॉगिंग वेबसाइट अकाउंट पर युमना नदी में जहरीले झाग और प्रदूषण की फोटो शेयर करते हुए लिखा झील बनाईं जाएँगीं बन गईं झील और झोल बन गए हम ,नई दिल्ली आस्था के महापर्व छठ पर यमुना नदी के जहरीले झाग के बीच डुबकी लगाते श्रद्धालुओं की तस्वीरें साझा करते हुए प्रसिद्ध कवि कुमार विश्वास ने अरविंद केजरीवाल पर तंज कसा है कुमार विश्वास ने अपने माइक्रो ब्लॉगिंग वेबसाइट अकाउंट पर युमना नदी में जहरीले झाग और प्रदूषण की फोटो शेयर करते हुए लिखा झील बनाईं जाएँगीं बन गईं
1395,आर्टिकल में लिखा है कि पैंगोंग झील इलाके में भारत की विशाल मिलिट्री को देखा जा सकता है बता दें कि पैंगोंग झील के बीच से गुजरती है इस झील का एक बड़ा हिस्सा चीन के कब्जे वाले लद्दाख में हैं ,नई दिल्ली लद्दाख में पर पिछले साल के अप्रैल-मई महीने से भारत और चीन के बीच विवाद जारी है दोनों देशों की सेनाएं आमने-सामने खड़ी हैं भारतीय फौज ने चीनी के लद्दाख में फिर से भारतीय इलाके को कब्जाने के फिर से फेल कर दिया है जून में गलवान घाटी में दोनों देशों की सेनाओं में हुए संघर्ष में चीन के से ज्यादा
1396,केंद्रीय गृह मंत्रालय ने कहा है कि कोविड बीमारी में काम आने वाली प्रमुख दवाई रेमडेसिविर का उत्पादन और आपूर्ति को बढ़ाने के लिए कई कदम उठाए गए हैं तथा अगले महीने की शुरुआत तक इसकी आपूर्ति लाख यूनिट प्रति माह से बढ़कर लाख यूनिट हो जाएगी ,नयी दिल्ली केंद्रीय गृह मंत्रालय ने कहा है कि कोविड बीमारी में काम आने वाली प्रमुख दवाई रेमडेसिविर का उत्पादन और आपूर्ति को बढ़ाने के लिए कई कदम उठाए गए हैं तथा अगले महीने की शुरुआत तक इसकी आपूर्ति लाख यूनिट प्रति माह से बढ़कर लाख यूनिट हो जाएगी इसके साथ ही मंत्रालय ने राज्यों से इसकी अबाधित आपूर्ति और परिवहन सुनिश्चित करने को कहा देश
1397,पश्चिम बंगाल के राज्यपाल जगदीप धनखड़ ने नारद स्टिंग मामले में सत्तारूढ़ तृणमूल कांग्रेस के तीन विधायकों समेत चार नेताओं पर अभियोजन की मंजूरी देने के सीबीआई के अनुरोध पर सात मई को स्वीकृति दे दी थी ,कोलकाता/नयी दिल्ली पश्चिम बंगाल के राज्यपाल जगदीप धनखड़ ने नारद स्टिंग मामले में सत्तारूढ़ तृणमूल कांग्रेस के तीन विधायकों समेत चार नेताओं पर अभियोजन की मंजूरी देने के सीबीआई के अनुरोध पर सात मई को स्वीकृति दे दी थी अधिकारियों ने सोमवार को यह जानकारी दी इससे दो दिन पहले ही ममता बनर्जी ने राज्य की मुख्यमंत्री के रूप में तीसरी बार शपथ ली थी अधिकारियों ने
1398,भारत में कोविशील्ड टीका लगाए जाने के बाद रक्तस्राव और खून के थक्के जमने ब्लीडिंग और ब्लड क्लॉटिंग के संभावित प्रतिकूल प्रभाव के मामले सामने आए हैं ,नई दिल्ली कोविड- टीकाकरण के बाद प्रतिकूल प्रभावों की जांच करने वाली एक सरकारी समिति ने पाया है कि भारत में कोविशील्ड टीका लगाए जाने के बाद रक्तस्राव और खून के थक्के जमने ब्लीडिंग और ब्लड क्लॉटिंग के संभावित प्रतिकूल प्रभाव के मामले सामने आए हैं केंद्रीय स्वास्थ्य मंत्रालय ने सोमवार को एक बयान में कहा कि देश में
1399,कोलकाता के एक कॉलेज में स्नातक पाठ्यक्रम में प्रवेश के लिए बृहस्पतिवार को जारी मेरिट सूची में बॉलीवुड अभिनेत्री सनी लियोन का नाम शीर्ष पर पाया गया ,कोलकाता के एक कॉलेज में स्नातक पाठ्यक्रम में स्नातक पाठ्यक्रम में प्रवेश के लिए बृहस्पतिवार को जारी मेरिट सूची में बॉलीवुड अभिनेत्री सनी सनी लियोन का नाम शीर्ष पर पाया गया कोलकाता के आशुतोष कॉलेज में अंग्रेजी बीए ऑनर्स में प्रवेश के लिए जारी पहली सूची में अभिनेत्री का नाम सबसे ऊपर था सूची में नाम के साथ आवेदन आईडी रोल नंबर कक्षा की बोर्ड परीक्षाओं में सर्वश्रेष्ठ चार विषयों
1400,कानपुर के बिकरू गांव में हुए विकास दुबे कांड में लोगों को गिरफ्तार किया गया है उनके पास से कुछ असलहे भी बरामद किए गए हैं एडीजी एसटीएफ अमिताभ यश ने इसकी जानकारी दी है ,कानपुर उत्तर प्रदेश कानपुर के बिकरू गांव में हुए विकास दुबे कांड में लोगों को गिरफ्तार किया गया है उनके पास से कुछ असलहे भी बरामद किए गए हैं एडीजी एसटीएफ अमिताभ यश ने इसकी जानकारी दी है उन्होंने बताया कि लोग गिरफ्तार किए हैं सेमी ऑटोमेटिक अमेरिकन रायफल कार्बाइन समेत कई हथियार और भारी मात्रा में कारतूस भी बरामद किए गए हैं
1401,केरल में कोरोना वायरस के अनियंत्रित संक्रमण को देखते हुए केंद्रीय मंत्री वी मुरलीधरन ने कोरोना कंट्रोल के केरल मॉडल पर निशाना साधा है और राज्य सरकार को भारतीय आयुर्विज्ञान अनुसंधान परिषद के निर्देशों का पालन करने और टेस्टिंग बढ़ाने की सलाह दी है ,नई दिल्ली देश के ज्यादातर हिस्सों में जहां कोरोना वायरस का संक्रमण कंट्रोल में है वहीं केरल ऐसा राज्य है जहां पर संक्रमण नियंत्रण से बाहर हो चुका है केरल में कोरोना वायरस के अनियंत्रित संक्रमण को देखते हुए केंद्रीय मंत्री वी मुरलीधरन ने कोरोना कंट्रोल के केरल मॉडल पर निशाना साधा है और राज्य सरकार को भारतीय आयुर्विज्ञान अनुसंधान परिषद के निर्देशों का पालन करने और टेस्टिंग बढ़ाने
1402,प्रधानमंत्री नरेंद्र मोदी ने मंगलवार को कहा कि लॉकडाउन भले खत्म हो गया है लेकिन कोरोना वायरस खत्म नहीं हुआ है उन्होंने कहा कि जब तक कोरोना के खिलाफ लड़ाई में जबतक देश को सफलता नहीं मिल जाती तब तक लापरवाही नहीं बरती जानी चाहिए ,नई दिल्ली प्रधानमंत्री नरेंद्र मोदी ने मंगलवार को कहा कि लॉकडाउन भले खत्म हो गया है लेकिन कोरोना वायरस खत्म नहीं हुआ है उन्होंने कहा कि जब तक कोरोना के खिलाफ लड़ाई में जबतक देश को सफलता नहीं मिल जाती तब तक लापरवाही नहीं बरती जानी चाहिए प्रधानमंत्री ने शाम छह बजे राष्ट्र के नाम अपने संबोधन में कहा कि भारत आज संभली हुई स्थिति में है और किसी
1403,देश के राष्ट्रपति रामनाथ कोविंद ने मंदिर निर्माण में अपनी तरफ से योगदान के लिए लाख रुपये का चेक दिया है श्रीराम जन्मभूमि तीर्थ क्षेत्र ट्रस्ट विश्व हिंदू परिषद व राष्ट्रीय स्वयंसेवक संघ का एक प्रतिनिधिमंडल आज राष्ट्रपति रामनाथ कोविंद से मिलने गया था और उस मुलाकात के दौरान राष्ट्रपति ने राम मंदिर निर्माण के लिए अपनी तरफ से भेंट दी है ,नई दिल्ली अयोध्या में राम मंदिर निर्माण के लिए धन जुटाने की प्रक्रिया शुरू हो चुकी है राम मंदिर निर्माण के लिए चंदा जुटाने की प्रक्रिया के तहत शुक्रवार को गोविंद गिरी देव महाराज राष्ट्रपति भवन पहुंचे और उनसे राम मंदिर निर्माण में सहयोग मांगा राष्ट्रपति भवन के बाहर मीडिया से बातचीत करते हुए जब उनसे सवाल किया गया कि क्या वो राहुल गांधी और सोनिया गांधी अखिलेश यादव
1404,बक्सर में वन विभाग की परीक्षा थी परीक्षा में शामिल होने दूसरे जिलों से आए छात्र ट्रेन न चलने के कारण मालगाड़ी पर चढ़कर अपने-अपने परीक्षा केंद्र पहुंचे वायरल हो रहा वीडियो बक्सर से सटे डुमरांव स्टेशन का है जिसमें तेज रफ्तार में चलती मालगाड़ी पर सवार लड़कों को देखा जा सकता है ,बक्सर बिहार के बक्सर में रेलवे की बड़ी लापरवाही सामने आई है बक्सर जिले का एक वीडियो सोशल मीडिया पर तेजी से वायरल हो रहा है इस वीडियो में छात्र जान को जोखिम में डालकर छात्र मालगाड़ी के खुले डिब्बों में सवार होकर यात्रा करते नजर आ रहे हैं बक्सर में वन विभाग की परीक्षा थी परीक्षा में शामिल होने दूसरे जिलों से आए छात्र ट्रेन
1405,पंजाब सरकार को प्रधानमंत्री के कार्यक्रम की पहले से जानकारी थी यह एक रूटीन होता है इसलिए यह कहना कि आखिरी मिनट में रूट बदलने से प्रॉब्लम हुई मजाक लगता है ,पंजाब में पाकिस्तान बॉर्डर के पास बुधवार को देश के प्रधानमंत्री नरेंद्र मोदी की सुरक्षा में एक बड़ी चूक देखने को मिली प्रधानमंत्री की सुरक्षा में बड़े खतरनाक तरीके से सेंध लगी उनका काफिला से मिनट के लिए फ्लाईओवर पर खड़ा रहा क्योंकि प्रदर्शनकारियों ने सामने का रास्ता ट्रक और ट्रैक्टर लगाकर जाम कर दिया था ऐसा पहले कभी नहीं हुआ यह प्रधानमंत्री की सुरक्षा में चौबी
1406,स्वास्थ्य मंत्रालय द्वारा जारी किए गए आंकड़ों के अनुसार देश में कोरोना की वजह से अबतक लाख हजार लोगों की मौत हो चुकी है इस वक्त देश में कोरोना के एक्टिव मामले लाख हजार हैं ,नई दिल्ली पिछले घंटों में देशभर से कोरोना के हजार नए मामले सामने आए हैं इस दौरान हजार कोरोना मरीज इस बीमारी से उबरने में सफल रहे जबकि और मरीजों की इस बीमारी की वजह से मौत हो गई स्वास्थ्य मंत्रालय द्वारा जारी किए गए आंकड़ों के अनुसार देश में कोरोना की वजह से अबतक लाख हजार लोगों की मौत हो चुकी है इस वक्त देश में कोरोना के एक्टिव मामले
1407,दिल्ली के टीकरी बॉर्डर पर कथित रूप से जहरीला पदार्थ खाने वाले एक किसान की बुधवार को यहां एक अस्पताल में इलाज के दौरान मौत हो गई पुलिस ने यह जानकारी दी ,नयी दिल्ली एक तरफ जहां नए कृषि कानूनों को लेकर किसानों और सरकार के बीच बातचीत का दौर जारी है वहीं आए दिन किसान आंदोलन में किसानों के मरने की खबरें सामने आ रही हैं दिल्ली के टीकरी बॉर्डर पर कथित रूप से जहरीला पदार्थ खाने वाले एक किसान की बुधवार को यहां एक अस्पताल में इलाज के दौरान मौत हो गई पुलिस ने यह जानकारी दी सुसाइड
1408,पूर्व राष्ट्रपति प्रणब मुखर्जी का निधन हो गया है वर्षीय प्रणब मुखर्जी दिल्ली के आर्मी हॉस्पिटल में भर्ती थे इसी महीने उनकी ब्रेन सर्जरी हुई थी ,पूर्व राष्ट्रपति प्रणब मुखर्जी का निधन हो गया है वर्षीय प्रणब मुखर्जी दिल्ली के आर्मी हॉस्पिटल में भर्ती थे इसी महीने उनकी ब्रेन सर्जरी हुई थी कुछ दिन पहले उनके फेफड़े में इंफेक्शन बढ़ने से उनको वेंटिलेटर सपोर्ट पर रखा गया था / - - { - } / - - - - - - - { } == _ == _ _
1409,पिछले साल बिकरू गांव में विकास दुबे और उसके साथियों द्वारा यूपी पुलिस के एक और कई जवानों को गोलियों से भून दिया गया था जिसके बाद मध्य प्रदेश से यूपी लाए जाते वक्त विकास दुबे का एनकाउंटर हुआ था ,लखनऊ पिछले साल विकास दुबे एनकाउंटर के बाद उत्तर प्रदेश पुलिस की कार्यशैली पर कई सवाल खड़े किए गए बहुत सारे लोगों ने इस एनकाउंटर को फर्जी बताया था हालांकि अब इस मामले की सच्चाई का पता लगाने के लिए गठित किए गए कमीश्न ने अपनी रिपोर्ट प्रदेश सरकार को सौंप दी है अंग्रेजी अखबार टाइम्स ऑफ इंडिया में छपी खबर के अनुसार जस्टिस बीएस चौहान जांच आयोग को गैंग
1410,कांग्रेस की उत्तर प्रदेश प्रभारी ने कहा कि पंजाब और हरियाणा जैसे प्रदेशों में गेहूं की सरकारी ख़रीद कुल उत्पादन का - प्रतिशत तक होती है जबकि उत्तरप्रदेश में उत्पादित लाख मीट्रिक टन गेहूं के मात्र प्रतिशत हिस्से की ही सरकारी केंद्रों पर खरीद हुई है ,नई दिल्ली कांग्रेस महासचिव प्रियंका गांधी वाड्रा ने सोमवार को उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ से आग्रह किया कि किसानों की उपज की खरीद की गारंटी सुनिश्चित की जाए उन्होंने मुख्यमंत्री को लिखे पत्र में कहा प्रदेश के तमाम जिलों से मुझे लगातार सूचनाएं आ रही हैं कि गेहूं की खरीद में किसानों को बहुत परेशानियां उठानी पड़ रही हैं एक अप्रैल से गेहूं की खरीद शुरू हुई लेकिन
1411,कांग्रेस के वरिष्ठ नेता और राज्यसभा में नेता प्रतिपक्ष गुलाम नबी आजाद की कोरोना रिपोर्ट पॉजिटिव आई है और उन्होंने खुद को अपने घर में आइसोलेट कर लिया है ,नयी दिल्ली कांग्रेस के वरिष्ठ नेता और राज्यसभा में नेता प्रतिपक्ष गुलाम नबी आजाद की कोरोना रिपोर्ट पॉजिटिव आई है और उन्होंने खुद को अपने घर में आइसोलेट कर लिया है उन्होंने शुक्रवार को ट्विटर के माध्यम से यह जानकारी दी वर्षीय आजाद ने कहा जांच में मेरे कोरोना वायरस से संक्रमित होने की पुष्टि हुई है मैंने घर पर ही खुद को पृथक-वास में कर लिया
1412,कोविड- के नए मामले सामने आए जिससे संक्रमण के कुल मामलों की संख्या पर पहुंच गयी दिनों में संक्रमण के ये सबसे कम मामले हैं उपचाराधीन मरीजों की संख्या कम होकर हो गयी जो दिनों में सबसे कम है ,नयी दिल्ली भारत में कोविड- के नए मामले सामने आए जिससे संक्रमण के कुल मामलों की संख्या पर पहुंच गयी दिनों में संक्रमण के ये सबसे कम मामले हैं उपचाराधीन मरीजों की संख्या कम होकर हो गयी जो दिनों में सबसे कम है केंद्रीय स्वास्थ्य मंत्रालय के मंगलवार सुबह आठ बजे तक अद्यतन आंकड़ों के अनुसार और मरीजों के जान गंवाने से मृतकों की संख्या पर पहुंच
1413,भारत में गुरुवार को दैनिक कोविड संक्रमणों में वृद्धि दर्ज की गई और पिछले घंटों में नए मामले दर्ज किए गए पिछले छह दिनों में पहली बार दैनिक मामला फिर से का आंकड़ा पार कर गया ,नई दिल्ली भारत में गुरुवार को दैनिक कोविड संक्रमणों में वृद्धि दर्ज की गई और पिछले घंटों में नए मामले दर्ज किए गए पिछले छह दिनों में पहली बार दैनिक मामला फिर से का आंकड़ा पार कर गया स्वास्थ्य और परिवार कल्याण मंत्रालय ने कहा कि इसी अवधि में कुल मौतें भी हुईं जिससे कोरोना के कारण मरने वालों की संख्या बढ़कर हो गई है भारत ने
